"Runner_name","Runner_SexeAge","Runner_Nationality","Runner_Team","Runner_Distance_name","Runner_Distance_Time"
"Guillaume Adam","M29","FRA","Team NIKE","14M","1:09:16"
"Guillaume Adam","M29","FRA","Team NIKE","15M","1:14:22"
"Guillaume Adam","M29","FRA","Team NIKE","25K","1:17:07"
"Guillaume Adam","M29","FRA","Team NIKE","16M","1:19:17"
"Guillaume Adam","M29","FRA","Team NIKE","17M","1:24:16"
"Guillaume Adam","M29","FRA","Team NIKE","18M","1:29:10"
"Guillaume Adam","M29","FRA","Team NIKE","30K","1:32:25"
"Guillaume Adam","M29","FRA","Team NIKE","19M","1:34:12"
"Guillaume Adam","M29","FRA","Team NIKE","20M","1:38:59"
"Guillaume Adam","M29","FRA","Team NIKE","21M","1:44:07"
"Guillaume Adam","M29","FRA","Team NIKE","35K","1:47:34"
"Guillaume Adam","M29","FRA","Team NIKE","22M","1:48:44"
"Guillaume Adam","M29","FRA","Team NIKE","23M","1:53:20"
"Guillaume Adam","M29","FRA","Team NIKE","24M","1:57:59"
"Guillaume Adam","M29","FRA","Team NIKE","40K","2:01:48"
"Guillaume Adam","M29","FRA","Team NIKE","25M","2:02:30"
"Guillaume Adam","M29","FRA","Team NIKE","26M","2:07:11"
"Guillaume Adam","M29","FRA","Team NIKE","MAR","2:08:13"
"Thierry Guibault","M45","FRA","Team NIKE","3M","0:14:45"
"Thierry Guibault","M45","FRA","Team NIKE","5K","0:15:16"
"Thierry Guibault","M45","FRA","Team NIKE","4M","0:19:42"
"Thierry Guibault","M45","FRA","Team NIKE","5M","0:24:36"
"Thierry Guibault","M45","FRA","Team NIKE","6M","0:29:30"
"Thierry Guibault","M45","FRA","Team NIKE","10K","0:30:35"
"Thierry Guibault","M45","FRA","Team NIKE","7M","0:34:25"
"Thierry Guibault","M45","FRA","Team NIKE","8M","0:39:14"
"Thierry Guibault","M45","FRA","Team NIKE","9M","0:44:14"
"Thierry Guibault","M45","FRA","Team NIKE","15K","0:45:45"
"Thierry Guibault","M45","FRA","Team NIKE","10M","0:49:10"
"Thierry Guibault","M45","FRA","Team NIKE","11M","0:54:17"
"Thierry Guibault","M45","FRA","Team NIKE","12M","0:59:07"
"Thierry Guibault","M45","FRA","Team NIKE","20K","1:01:20"
"Thierry Guibault","M45","FRA","Team NIKE","13M","1:04:15"
"Thierry Guibault","M45","FRA","Team NIKE","HALF","1:04:50"
"Thierry Guibault","M45","FRA","Team NIKE","14M","1:09:16"
"Thierry Guibault","M45","FRA","Team NIKE","15M","1:14:22"
"Thierry Guibault","M45","FRA","Team NIKE","25K","1:17:07"
"Thierry Guibault","M45","FRA","Team NIKE","16M","1:19:17"
"Thierry Guibault","M45","FRA","Team NIKE","17M","1:24:16"
"Thierry Guibault","M45","FRA","Team NIKE","18M","1:29:10"
"Thierry Guibault","M45","FRA","Team NIKE","30K","1:32:25"
"Thierry Guibault","M45","FRA","Team NIKE","19M","1:34:12"
"Thierry Guibault","M45","FRA","Team NIKE","20M","1:38:59"
"Thierry Guibault","M45","FRA","Team NIKE","21M","1:44:07"
"Thierry Guibault","M45","FRA","Team NIKE","35K","1:47:34"
"Thierry Guibault","M45","FRA","Team NIKE","22M","1:48:44"
"Thierry Guibault","M45","FRA","Team NIKE","23M","1:53:20"
"Thierry Guibault","M45","FRA","Team NIKE","24M","1:57:59"
"Thierry Guibault","M45","FRA","Team NIKE","40K","2:01:48"
"Thierry Guibault","M45","FRA","Team NIKE","25M","2:02:30"
"Thierry Guibault","M45","FRA","Team NIKE","26M","2:07:11"
"Thierry Guibault","M45","FRA","Team NIKE","MAR","2:08:13"
"Rune Baekgaard","M31","DEN","Team NIKE","3M","0:14:45"
"Rune Baekgaard","M31","DEN","Team NIKE","5K","0:15:16"
"Rune Baekgaard","M31","DEN","Team NIKE","4M","0:19:42"
"Rune Baekgaard","M31","DEN","Team NIKE","5M","0:24:36"
"Rune Baekgaard","M31","DEN","Team NIKE","6M","0:29:30"
"Rune Baekgaard","M31","DEN","Team NIKE","10K","0:30:35"
"Rune Baekgaard","M31","DEN","Team NIKE","7M","0:34:25"
"Rune Baekgaard","M31","DEN","Team NIKE","8M","0:39:14"
"Rune Baekgaard","M31","DEN","Team NIKE","9M","0:44:14"
"Rune Baekgaard","M31","DEN","Team NIKE","15K","0:45:45"
"Rune Baekgaard","M31","DEN","Team NIKE","10M","0:49:10"
"Rune Baekgaard","M31","DEN","Team NIKE","11M","0:54:17"
"Rune Baekgaard","M31","DEN","Team NIKE","12M","0:59:07"
"Rune Baekgaard","M31","DEN","Team NIKE","20K","1:01:20"
"Rune Baekgaard","M31","DEN","Team NIKE","13M","1:04:15"
"Rune Baekgaard","M31","DEN","Team NIKE","HALF","1:04:50"
"Rune Baekgaard","M31","DEN","Team NIKE","14M","1:09:16"
"Rune Baekgaard","M31","DEN","Team NIKE","15M","1:14:22"
"Rune Baekgaard","M31","DEN","Team NIKE","25K","1:17:07"
"Rune Baekgaard","M31","DEN","Team NIKE","16M","1:19:17"
"Rune Baekgaard","M31","DEN","Team NIKE","17M","1:24:16"
"Rune Baekgaard","M31","DEN","Team NIKE","18M","1:29:10"
"Rune Baekgaard","M31","DEN","Team NIKE","30K","1:32:25"
"Rune Baekgaard","M31","DEN","Team NIKE","19M","1:34:12"
"Rune Baekgaard","M31","DEN","Team NIKE","20M","1:38:59"
"Rune Baekgaard","M31","DEN","Team NIKE","21M","1:44:07"
"Rune Baekgaard","M31","DEN","Team NIKE","35K","1:47:34"
"Rune Baekgaard","M31","DEN","Team NIKE","22M","1:48:44"
"Rune Baekgaard","M31","DEN","Team NIKE","23M","1:53:20"
"Rune Baekgaard","M31","DEN","Team NIKE","24M","1:57:59"
"Rune Baekgaard","M31","DEN","Team NIKE","40K","2:01:48"
"Rune Baekgaard","M31","DEN","Team NIKE","25M","2:02:30"
"Rune Baekgaard","M31","DEN","Team NIKE","26M","2:07:11"
"Rune Baekgaard","M31","DEN","Team NIKE","MAR","2:08:13"
"Miguel Ferrer","M41","ESP","Team NIKE","3M","0:14:45"
"Miguel Ferrer","M41","ESP","Team NIKE","5K","0:15:16"
"Miguel Ferrer","M41","ESP","Team NIKE","4M","0:19:42"
"Miguel Ferrer","M41","ESP","Team NIKE","5M","0:24:36"
"Miguel Ferrer","M41","ESP","Team NIKE","6M","0:29:30"
"Miguel Ferrer","M41","ESP","Team NIKE","10K","0:30:35"
"Miguel Ferrer","M41","ESP","Team NIKE","7M","0:34:25"
"Miguel Ferrer","M41","ESP","Team NIKE","8M","0:39:14"
"Miguel Ferrer","M41","ESP","Team NIKE","9M","0:44:14"
"Miguel Ferrer","M41","ESP","Team NIKE","15K","0:45:45"
"Miguel Ferrer","M41","ESP","Team NIKE","10M","0:49:10"
"Miguel Ferrer","M41","ESP","Team NIKE","11M","0:54:17"
"Miguel Ferrer","M41","ESP","Team NIKE","12M","0:59:07"
"Miguel Ferrer","M41","ESP","Team NIKE","20K","1:01:20"
"Miguel Ferrer","M41","ESP","Team NIKE","13M","1:04:15"
"Miguel Ferrer","M41","ESP","Team NIKE","HALF","1:04:50"
"Miguel Ferrer","M41","ESP","Team NIKE","14M","1:09:16"
"Miguel Ferrer","M41","ESP","Team NIKE","15M","1:14:22"
"Miguel Ferrer","M41","ESP","Team NIKE","25K","1:17:07"
"Miguel Ferrer","M41","ESP","Team NIKE","16M","1:19:17"
"Miguel Ferrer","M41","ESP","Team NIKE","17M","1:24:16"
"Miguel Ferrer","M41","ESP","Team NIKE","18M","1:29:10"
"Miguel Ferrer","M41","ESP","Team NIKE","30K","1:32:25"
"Miguel Ferrer","M41","ESP","Team NIKE","19M","1:34:12"
"Miguel Ferrer","M41","ESP","Team NIKE","20M","1:38:59"
"Miguel Ferrer","M41","ESP","Team NIKE","21M","1:44:07"
"Miguel Ferrer","M41","ESP","Team NIKE","35K","1:47:34"
"Miguel Ferrer","M41","ESP","Team NIKE","22M","1:48:44"
"Miguel Ferrer","M41","ESP","Team NIKE","23M","1:53:20"
"Miguel Ferrer","M41","ESP","Team NIKE","24M","1:57:59"
"Miguel Ferrer","M41","ESP","Team NIKE","40K","2:01:48"
"Miguel Ferrer","M41","ESP","Team NIKE","25M","2:02:30"
"Miguel Ferrer","M41","ESP","Team NIKE","26M","2:07:11"
"Miguel Ferrer","M41","ESP","Team NIKE","MAR","2:08:13"
"Chris Bailey","M29","Charleston","Team NIKE","3M","0:14:45"
"Chris Bailey","M29","Charleston","Team NIKE","5K","0:15:16"
"Chris Bailey","M29","Charleston","Team NIKE","4M","0:19:42"
"Chris Bailey","M29","Charleston","Team NIKE","5M","0:24:36"
"Chris Bailey","M29","Charleston","Team NIKE","6M","0:29:30"
"Chris Bailey","M29","Charleston","Team NIKE","10K","0:30:35"
"Chris Bailey","M29","Charleston","Team NIKE","7M","0:34:25"
"Chris Bailey","M29","Charleston","Team NIKE","8M","0:39:14"
"Chris Bailey","M29","Charleston","Team NIKE","9M","0:44:14"
"Chris Bailey","M29","Charleston","Team NIKE","15K","0:45:45"
"Chris Bailey","M29","Charleston","Team NIKE","10M","0:49:10"
"Chris Bailey","M29","Charleston","Team NIKE","11M","0:54:17"
"Chris Bailey","M29","Charleston","Team NIKE","12M","0:59:07"
"Chris Bailey","M29","Charleston","Team NIKE","20K","1:01:20"
"Chris Bailey","M29","Charleston","Team NIKE","13M","1:04:15"
"Chris Bailey","M29","Charleston","Team NIKE","HALF","1:04:50"
"Chris Bailey","M29","Charleston","Team NIKE","14M","1:09:16"
"Chris Bailey","M29","Charleston","Team NIKE","15M","1:14:22"
"Chris Bailey","M29","Charleston","Team NIKE","25K","1:17:07"
"Chris Bailey","M29","Charleston","Team NIKE","16M","1:19:17"
"Chris Bailey","M29","Charleston","Team NIKE","17M","1:24:16"
"Chris Bailey","M29","Charleston","Team NIKE","18M","1:29:10"
"Chris Bailey","M29","Charleston","Team NIKE","30K","1:32:25"
"Chris Bailey","M29","Charleston","Team NIKE","19M","1:34:12"
"Chris Bailey","M29","Charleston","Team NIKE","20M","1:38:59"
"Chris Bailey","M29","Charleston","Team NIKE","21M","1:44:07"
"Chris Bailey","M29","Charleston","Team NIKE","35K","1:47:34"
"Chris Bailey","M29","Charleston","Team NIKE","22M","1:48:44"
"Chris Bailey","M29","Charleston","Team NIKE","23M","1:53:20"
"Chris Bailey","M29","Charleston","Team NIKE","24M","1:57:59"
"Chris Bailey","M29","Charleston","Team NIKE","40K","2:01:48"
"Chris Bailey","M29","Charleston","Team NIKE","25M","2:02:30"
"Chris Bailey","M29","Charleston","Team NIKE","26M","2:07:11"
"Chris Bailey","M29","Charleston","Team NIKE","MAR","2:08:13"
"Massi Milani","M47","ITA","Team NIKE","3M","0:14:45"
"Massi Milani","M47","ITA","Team NIKE","5K","0:15:16"
"Massi Milani","M47","ITA","Team NIKE","4M","0:19:42"
"Massi Milani","M47","ITA","Team NIKE","5M","0:24:36"
"Massi Milani","M47","ITA","Team NIKE","6M","0:29:30"
"Massi Milani","M47","ITA","Team NIKE","10K","0:30:35"
"Massi Milani","M47","ITA","Team NIKE","7M","0:34:25"
"Massi Milani","M47","ITA","Team NIKE","8M","0:39:14"
"Massi Milani","M47","ITA","Team NIKE","9M","0:44:14"
"Massi Milani","M47","ITA","Team NIKE","15K","0:45:45"
"Massi Milani","M47","ITA","Team NIKE","10M","0:49:10"
"Massi Milani","M47","ITA","Team NIKE","11M","0:54:17"
"Massi Milani","M47","ITA","Team NIKE","12M","0:59:07"
"Massi Milani","M47","ITA","Team NIKE","20K","1:01:20"
"Massi Milani","M47","ITA","Team NIKE","13M","1:04:15"
"Massi Milani","M47","ITA","Team NIKE","HALF","1:04:50"
"Massi Milani","M47","ITA","Team NIKE","14M","1:09:16"
"Massi Milani","M47","ITA","Team NIKE","15M","1:14:22"
"Massi Milani","M47","ITA","Team NIKE","25K","1:17:07"
"Massi Milani","M47","ITA","Team NIKE","16M","1:19:17"
"Massi Milani","M47","ITA","Team NIKE","17M","1:24:16"
"Massi Milani","M47","ITA","Team NIKE","18M","1:29:10"
"Massi Milani","M47","ITA","Team NIKE","30K","1:32:25"
"Massi Milani","M47","ITA","Team NIKE","19M","1:34:12"
"Massi Milani","M47","ITA","Team NIKE","20M","1:38:59"
"Massi Milani","M47","ITA","Team NIKE","21M","1:44:07"
"Massi Milani","M47","ITA","Team NIKE","35K","1:47:34"
"Massi Milani","M47","ITA","Team NIKE","22M","1:48:44"
"Massi Milani","M47","ITA","Team NIKE","23M","1:53:20"
"Massi Milani","M47","ITA","Team NIKE","24M","1:57:59"
"Massi Milani","M47","ITA","Team NIKE","40K","2:01:48"
"Massi Milani","M47","ITA","Team NIKE","25M","2:02:30"
"Massi Milani","M47","ITA","Team NIKE","26M","2:07:11"
"Massi Milani","M47","ITA","Team NIKE","MAR","2:08:13"
"Jakob Pedersen","M29","DEN","Team NIKE","3M","0:14:45"
"Jakob Pedersen","M29","DEN","Team NIKE","5K","0:15:16"
"Jakob Pedersen","M29","DEN","Team NIKE","4M","0:19:42"
"Jakob Pedersen","M29","DEN","Team NIKE","5M","0:24:36"
"Jakob Pedersen","M29","DEN","Team NIKE","6M","0:29:30"
"Jakob Pedersen","M29","DEN","Team NIKE","10K","0:30:35"
"Jakob Pedersen","M29","DEN","Team NIKE","7M","0:34:25"
"Jakob Pedersen","M29","DEN","Team NIKE","8M","0:39:14"
"Jakob Pedersen","M29","DEN","Team NIKE","9M","0:44:14"
"Jakob Pedersen","M29","DEN","Team NIKE","15K","0:45:45"
"Jakob Pedersen","M29","DEN","Team NIKE","10M","0:49:10"
"Jakob Pedersen","M29","DEN","Team NIKE","11M","0:54:17"
"Jakob Pedersen","M29","DEN","Team NIKE","12M","0:59:07"
"Jakob Pedersen","M29","DEN","Team NIKE","20K","1:01:20"
"Jakob Pedersen","M29","DEN","Team NIKE","13M","1:04:15"
"Jakob Pedersen","M29","DEN","Team NIKE","HALF","1:04:50"
"Jakob Pedersen","M29","DEN","Team NIKE","14M","1:09:16"
"Jakob Pedersen","M29","DEN","Team NIKE","15M","1:14:22"
"Jakob Pedersen","M29","DEN","Team NIKE","25K","1:17:07"
"Jakob Pedersen","M29","DEN","Team NIKE","16M","1:19:17"
"Jakob Pedersen","M29","DEN","Team NIKE","17M","1:24:16"
"Jakob Pedersen","M29","DEN","Team NIKE","18M","1:29:10"
"Jakob Pedersen","M29","DEN","Team NIKE","30K","1:32:25"
"Jakob Pedersen","M29","DEN","Team NIKE","19M","1:34:12"
"Jakob Pedersen","M29","DEN","Team NIKE","20M","1:38:59"
"Jakob Pedersen","M29","DEN","Team NIKE","21M","1:44:07"
"Jakob Pedersen","M29","DEN","Team NIKE","35K","1:47:34"
"Jakob Pedersen","M29","DEN","Team NIKE","22M","1:48:44"
"Jakob Pedersen","M29","DEN","Team NIKE","23M","1:53:20"
"Jakob Pedersen","M29","DEN","Team NIKE","24M","1:57:59"
"Jakob Pedersen","M29","DEN","Team NIKE","40K","2:01:48"
"Jakob Pedersen","M29","DEN","Team NIKE","25M","2:02:30"
"Jakob Pedersen","M29","DEN","Team NIKE","26M","2:07:11"
"Jakob Pedersen","M29","DEN","Team NIKE","MAR","2:08:13"
"Benjamin Toomer","M30","GBR","Team NIKE","3M","0:14:45"
"Benjamin Toomer","M30","GBR","Team NIKE","5K","0:15:16"
"Benjamin Toomer","M30","GBR","Team NIKE","4M","0:19:42"
"Benjamin Toomer","M30","GBR","Team NIKE","5M","0:24:36"
"Benjamin Toomer","M30","GBR","Team NIKE","6M","0:29:30"
"Benjamin Toomer","M30","GBR","Team NIKE","10K","0:30:35"
"Benjamin Toomer","M30","GBR","Team NIKE","7M","0:34:25"
"Benjamin Toomer","M30","GBR","Team NIKE","8M","0:39:14"
"Benjamin Toomer","M30","GBR","Team NIKE","9M","0:44:14"
"Benjamin Toomer","M30","GBR","Team NIKE","15K","0:45:45"
"Benjamin Toomer","M30","GBR","Team NIKE","10M","0:49:10"
"Benjamin Toomer","M30","GBR","Team NIKE","11M","0:54:17"
"Benjamin Toomer","M30","GBR","Team NIKE","12M","0:59:07"
"Benjamin Toomer","M30","GBR","Team NIKE","20K","1:01:20"
"Benjamin Toomer","M30","GBR","Team NIKE","13M","1:04:15"
"Benjamin Toomer","M30","GBR","Team NIKE","HALF","1:04:50"
"Benjamin Toomer","M30","GBR","Team NIKE","14M","1:09:16"
"Benjamin Toomer","M30","GBR","Team NIKE","15M","1:14:22"
"Benjamin Toomer","M30","GBR","Team NIKE","25K","1:17:07"
"Benjamin Toomer","M30","GBR","Team NIKE","16M","1:19:17"
"Benjamin Toomer","M30","GBR","Team NIKE","17M","1:24:16"
"Benjamin Toomer","M30","GBR","Team NIKE","18M","1:29:10"
"Benjamin Toomer","M30","GBR","Team NIKE","30K","1:32:25"
"Benjamin Toomer","M30","GBR","Team NIKE","19M","1:34:12"
"Benjamin Toomer","M30","GBR","Team NIKE","20M","1:38:59"
"Benjamin Toomer","M30","GBR","Team NIKE","21M","1:44:07"
"Benjamin Toomer","M30","GBR","Team NIKE","35K","1:47:34"
"Benjamin Toomer","M30","GBR","Team NIKE","22M","1:48:44"
"Benjamin Toomer","M30","GBR","Team NIKE","23M","1:53:20"
"Benjamin Toomer","M30","GBR","Team NIKE","24M","1:57:59"
"Benjamin Toomer","M30","GBR","Team NIKE","40K","2:01:48"
"Benjamin Toomer","M30","GBR","Team NIKE","25M","2:02:30"
"Benjamin Toomer","M30","GBR","Team NIKE","26M","2:07:11"
"Benjamin Toomer","M30","GBR","Team NIKE","MAR","2:08:13"
"David Kilgore","M27","New York","Team NIKE","3M","0:14:45"
"David Kilgore","M27","New York","Team NIKE","5K","0:15:16"
"David Kilgore","M27","New York","Team NIKE","4M","0:19:42"
"David Kilgore","M27","New York","Team NIKE","5M","0:24:36"
"David Kilgore","M27","New York","Team NIKE","6M","0:29:30"
"David Kilgore","M27","New York","Team NIKE","10K","0:30:35"
"David Kilgore","M27","New York","Team NIKE","7M","0:34:25"
"David Kilgore","M27","New York","Team NIKE","8M","0:39:14"
"David Kilgore","M27","New York","Team NIKE","9M","0:44:14"
"David Kilgore","M27","New York","Team NIKE","15K","0:45:45"
"David Kilgore","M27","New York","Team NIKE","10M","0:49:10"
"David Kilgore","M27","New York","Team NIKE","11M","0:54:17"
"David Kilgore","M27","New York","Team NIKE","12M","0:59:07"
"David Kilgore","M27","New York","Team NIKE","20K","1:01:20"
"David Kilgore","M27","New York","Team NIKE","13M","1:04:15"
"David Kilgore","M27","New York","Team NIKE","HALF","1:04:50"
"David Kilgore","M27","New York","Team NIKE","14M","1:09:16"
"David Kilgore","M27","New York","Team NIKE","15M","1:14:22"
"David Kilgore","M27","New York","Team NIKE","25K","1:17:07"
"David Kilgore","M27","New York","Team NIKE","16M","1:19:17"
"David Kilgore","M27","New York","Team NIKE","17M","1:24:16"
"David Kilgore","M27","New York","Team NIKE","18M","1:29:10"
"David Kilgore","M27","New York","Team NIKE","30K","1:32:25"
"David Kilgore","M27","New York","Team NIKE","19M","1:34:12"
"David Kilgore","M27","New York","Team NIKE","20M","1:38:59"
"David Kilgore","M27","New York","Team NIKE","21M","1:44:07"
"David Kilgore","M27","New York","Team NIKE","35K","1:47:34"
"David Kilgore","M27","New York","Team NIKE","22M","1:48:44"
"David Kilgore","M27","New York","Team NIKE","23M","1:53:20"
"David Kilgore","M27","New York","Team NIKE","24M","1:57:59"
"David Kilgore","M27","New York","Team NIKE","40K","2:01:48"
"David Kilgore","M27","New York","Team NIKE","25M","2:02:30"
"David Kilgore","M27","New York","Team NIKE","26M","2:07:11"
"David Kilgore","M27","New York","Team NIKE","MAR","2:08:13"
"Felix Ledwig","M28","GER","Team NIKE","3M","0:14:45"
"Felix Ledwig","M28","GER","Team NIKE","5K","0:15:16"
"Felix Ledwig","M28","GER","Team NIKE","4M","0:19:42"
"Felix Ledwig","M28","GER","Team NIKE","5M","0:24:36"
"Felix Ledwig","M28","GER","Team NIKE","6M","0:29:30"
"Felix Ledwig","M28","GER","Team NIKE","10K","0:30:35"
"Felix Ledwig","M28","GER","Team NIKE","7M","0:34:25"
"Felix Ledwig","M28","GER","Team NIKE","8M","0:39:14"
"Felix Ledwig","M28","GER","Team NIKE","9M","0:44:14"
"Felix Ledwig","M28","GER","Team NIKE","15K","0:45:45"
"Felix Ledwig","M28","GER","Team NIKE","10M","0:49:10"
"Felix Ledwig","M28","GER","Team NIKE","11M","0:54:17"
"Felix Ledwig","M28","GER","Team NIKE","12M","0:59:07"
"Felix Ledwig","M28","GER","Team NIKE","20K","1:01:20"
"Felix Ledwig","M28","GER","Team NIKE","13M","1:04:15"
"Felix Ledwig","M28","GER","Team NIKE","HALF","1:04:50"
"Felix Ledwig","M28","GER","Team NIKE","14M","1:09:16"
"Felix Ledwig","M28","GER","Team NIKE","15M","1:14:22"
"Felix Ledwig","M28","GER","Team NIKE","25K","1:17:07"
"Felix Ledwig","M28","GER","Team NIKE","16M","1:19:17"
"Felix Ledwig","M28","GER","Team NIKE","17M","1:24:16"
"Felix Ledwig","M28","GER","Team NIKE","18M","1:29:10"
"Felix Ledwig","M28","GER","Team NIKE","30K","1:32:25"
"Felix Ledwig","M28","GER","Team NIKE","19M","1:34:12"
"Felix Ledwig","M28","GER","Team NIKE","20M","1:38:59"
"Felix Ledwig","M28","GER","Team NIKE","21M","1:44:07"
"Felix Ledwig","M28","GER","Team NIKE","35K","1:47:34"
"Felix Ledwig","M28","GER","Team NIKE","22M","1:48:44"
"Felix Ledwig","M28","GER","Team NIKE","23M","1:53:20"
"Felix Ledwig","M28","GER","Team NIKE","24M","1:57:59"
"Felix Ledwig","M28","GER","Team NIKE","40K","2:01:48"
"Felix Ledwig","M28","GER","Team NIKE","25M","2:02:30"
"Felix Ledwig","M28","GER","Team NIKE","26M","2:07:11"
"Felix Ledwig","M28","GER","Team NIKE","MAR","2:08:13"
"Luis Molina","M31","ARG","Team NIKE","3M","0:14:45"
"Luis Molina","M31","ARG","Team NIKE","5K","0:15:16"
"Luis Molina","M31","ARG","Team NIKE","4M","0:19:42"
"Luis Molina","M31","ARG","Team NIKE","5M","0:24:36"
"Luis Molina","M31","ARG","Team NIKE","6M","0:29:30"
"Luis Molina","M31","ARG","Team NIKE","10K","0:30:35"
"Luis Molina","M31","ARG","Team NIKE","7M","0:34:25"
"Luis Molina","M31","ARG","Team NIKE","8M","0:39:14"
"Luis Molina","M31","ARG","Team NIKE","9M","0:44:14"
"Luis Molina","M31","ARG","Team NIKE","15K","0:45:45"
"Luis Molina","M31","ARG","Team NIKE","10M","0:49:10"
"Luis Molina","M31","ARG","Team NIKE","11M","0:54:17"
"Luis Molina","M31","ARG","Team NIKE","12M","0:59:07"
"Luis Molina","M31","ARG","Team NIKE","20K","1:01:20"
"Luis Molina","M31","ARG","Team NIKE","13M","1:04:15"
"Luis Molina","M31","ARG","Team NIKE","HALF","1:04:50"
"Luis Molina","M31","ARG","Team NIKE","14M","1:09:16"
"Luis Molina","M31","ARG","Team NIKE","15M","1:14:22"
"Luis Molina","M31","ARG","Team NIKE","25K","1:17:07"
"Luis Molina","M31","ARG","Team NIKE","16M","1:19:17"
"Luis Molina","M31","ARG","Team NIKE","17M","1:24:16"
"Luis Molina","M31","ARG","Team NIKE","18M","1:29:10"
"Luis Molina","M31","ARG","Team NIKE","30K","1:32:25"
"Luis Molina","M31","ARG","Team NIKE","19M","1:34:12"
"Luis Molina","M31","ARG","Team NIKE","20M","1:38:59"
"Luis Molina","M31","ARG","Team NIKE","21M","1:44:07"
"Luis Molina","M31","ARG","Team NIKE","35K","1:47:34"
"Luis Molina","M31","ARG","Team NIKE","22M","1:48:44"
"Luis Molina","M31","ARG","Team NIKE","23M","1:53:20"
"Luis Molina","M31","ARG","Team NIKE","24M","1:57:59"
"Luis Molina","M31","ARG","Team NIKE","40K","2:01:48"
"Luis Molina","M31","ARG","Team NIKE","25M","2:02:30"
"Luis Molina","M31","ARG","Team NIKE","26M","2:07:11"
"Luis Molina","M31","ARG","Team NIKE","MAR","2:08:13"
"Joost De Raeymaeker","M51","BEL","Team NIKE","3M","0:14:45"
"Joost De Raeymaeker","M51","BEL","Team NIKE","5K","0:15:16"
"Joost De Raeymaeker","M51","BEL","Team NIKE","4M","0:19:42"
"Joost De Raeymaeker","M51","BEL","Team NIKE","5M","0:24:36"
"Joost De Raeymaeker","M51","BEL","Team NIKE","6M","0:29:30"
"Joost De Raeymaeker","M51","BEL","Team NIKE","10K","0:30:35"
"Joost De Raeymaeker","M51","BEL","Team NIKE","7M","0:34:25"
"Joost De Raeymaeker","M51","BEL","Team NIKE","8M","0:39:14"
"Joost De Raeymaeker","M51","BEL","Team NIKE","9M","0:44:14"
"Joost De Raeymaeker","M51","BEL","Team NIKE","15K","0:45:45"
"Joost De Raeymaeker","M51","BEL","Team NIKE","10M","0:49:10"
"Joost De Raeymaeker","M51","BEL","Team NIKE","11M","0:54:17"
"Joost De Raeymaeker","M51","BEL","Team NIKE","12M","0:59:07"
"Joost De Raeymaeker","M51","BEL","Team NIKE","20K","1:01:20"
"Joost De Raeymaeker","M51","BEL","Team NIKE","13M","1:04:15"
"Joost De Raeymaeker","M51","BEL","Team NIKE","HALF","1:04:50"
"Joost De Raeymaeker","M51","BEL","Team NIKE","14M","1:09:16"
"Joost De Raeymaeker","M51","BEL","Team NIKE","15M","1:14:22"
"Joost De Raeymaeker","M51","BEL","Team NIKE","25K","1:17:07"
"Joost De Raeymaeker","M51","BEL","Team NIKE","16M","1:19:17"
"Joost De Raeymaeker","M51","BEL","Team NIKE","17M","1:24:16"
"Joost De Raeymaeker","M51","BEL","Team NIKE","18M","1:29:10"
"Joost De Raeymaeker","M51","BEL","Team NIKE","30K","1:32:25"
"Joost De Raeymaeker","M51","BEL","Team NIKE","19M","1:34:12"
"Joost De Raeymaeker","M51","BEL","Team NIKE","20M","1:38:59"
"Joost De Raeymaeker","M51","BEL","Team NIKE","21M","1:44:07"
"Joost De Raeymaeker","M51","BEL","Team NIKE","35K","1:47:34"
"Joost De Raeymaeker","M51","BEL","Team NIKE","22M","1:48:44"
"Joost De Raeymaeker","M51","BEL","Team NIKE","23M","1:53:20"
"Joost De Raeymaeker","M51","BEL","Team NIKE","24M","1:57:59"
"Joost De Raeymaeker","M51","BEL","Team NIKE","40K","2:01:48"
"Joost De Raeymaeker","M51","BEL","Team NIKE","25M","2:02:30"
"Joost De Raeymaeker","M51","BEL","Team NIKE","26M","2:07:11"
"Joost De Raeymaeker","M51","BEL","Team NIKE","MAR","2:08:13"
