"Runner_name","Runner_SexeAge","Runner_Nationality","Runner_Team","Runner_Distance_name","Runner_Distance_Time"
"Daniel Mesfun","M31","ERI","Team NIKE","22M","1:48:44"
"Daniel Mesfun","M31","ERI","Team NIKE","23M","1:53:20"
"Daniel Mesfun","M31","ERI","Team NIKE","24M","1:57:59"
"Daniel Mesfun","M31","ERI","Team NIKE","40K","2:01:48"
"Daniel Mesfun","M31","ERI","Team NIKE","25M","2:02:30"
"Daniel Mesfun","M31","ERI","Team NIKE","26M","2:07:11"
"Daniel Mesfun","M31","ERI","Team NIKE","MAR","2:08:13"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","3M","0:14:45"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","5K","0:15:16"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","4M","0:19:42"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","5M","0:24:36"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","6M","0:29:30"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","10K","0:30:35"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","7M","0:34:25"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","8M","0:39:14"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","9M","0:44:14"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","15K","0:45:45"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","10M","0:49:10"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","11M","0:54:17"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","12M","0:59:07"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","20K","1:01:20"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","13M","1:04:15"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","HALF","1:04:50"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","14M","1:09:16"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","15M","1:14:22"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","25K","1:17:07"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","16M","1:19:17"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","17M","1:24:16"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","18M","1:29:10"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","30K","1:32:25"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","19M","1:34:12"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","20M","1:38:59"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","21M","1:44:07"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","35K","1:47:34"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","22M","1:48:44"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","23M","1:53:20"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","24M","1:57:59"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","40K","2:01:48"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","25M","2:02:30"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","26M","2:07:11"
"Birhanu Dare Kemal","M33","ETH","Team NIKE","MAR","2:08:13"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","3M","0:14:45"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","5K","0:15:16"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","4M","0:19:42"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","5M","0:24:36"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","6M","0:29:30"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","10K","0:30:35"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","7M","0:34:25"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","8M","0:39:14"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","9M","0:44:14"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","15K","0:45:45"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","10M","0:49:10"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","11M","0:54:17"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","12M","0:59:07"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","20K","1:01:20"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","13M","1:04:15"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","HALF","1:04:50"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","14M","1:09:16"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","15M","1:14:22"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","25K","1:17:07"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","16M","1:19:17"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","17M","1:24:16"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","18M","1:29:10"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","30K","1:32:25"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","19M","1:34:12"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","20M","1:38:59"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","21M","1:44:07"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","35K","1:47:34"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","22M","1:48:44"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","23M","1:53:20"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","24M","1:57:59"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","40K","2:01:48"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","25M","2:02:30"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","26M","2:07:11"
"Tyler Pennel","M31","Blowing Rock","Team NIKE","MAR","2:08:13"
"John Raneri","M28","New Fairfield","Team NIKE","3M","0:14:45"
"John Raneri","M28","New Fairfield","Team NIKE","5K","0:15:16"
"John Raneri","M28","New Fairfield","Team NIKE","4M","0:19:42"
"John Raneri","M28","New Fairfield","Team NIKE","5M","0:24:36"
"John Raneri","M28","New Fairfield","Team NIKE","6M","0:29:30"
"John Raneri","M28","New Fairfield","Team NIKE","10K","0:30:35"
"John Raneri","M28","New Fairfield","Team NIKE","7M","0:34:25"
"John Raneri","M28","New Fairfield","Team NIKE","8M","0:39:14"
"John Raneri","M28","New Fairfield","Team NIKE","9M","0:44:14"
"John Raneri","M28","New Fairfield","Team NIKE","15K","0:45:45"
"John Raneri","M28","New Fairfield","Team NIKE","10M","0:49:10"
"John Raneri","M28","New Fairfield","Team NIKE","11M","0:54:17"
"John Raneri","M28","New Fairfield","Team NIKE","12M","0:59:07"
"John Raneri","M28","New Fairfield","Team NIKE","20K","1:01:20"
"John Raneri","M28","New Fairfield","Team NIKE","13M","1:04:15"
"John Raneri","M28","New Fairfield","Team NIKE","HALF","1:04:50"
"John Raneri","M28","New Fairfield","Team NIKE","14M","1:09:16"
"John Raneri","M28","New Fairfield","Team NIKE","15M","1:14:22"
"John Raneri","M28","New Fairfield","Team NIKE","25K","1:17:07"
"John Raneri","M28","New Fairfield","Team NIKE","16M","1:19:17"
"John Raneri","M28","New Fairfield","Team NIKE","17M","1:24:16"
"John Raneri","M28","New Fairfield","Team NIKE","18M","1:29:10"
"John Raneri","M28","New Fairfield","Team NIKE","30K","1:32:25"
"John Raneri","M28","New Fairfield","Team NIKE","19M","1:34:12"
"John Raneri","M28","New Fairfield","Team NIKE","20M","1:38:59"
"John Raneri","M28","New Fairfield","Team NIKE","21M","1:44:07"
"John Raneri","M28","New Fairfield","Team NIKE","35K","1:47:34"
"John Raneri","M28","New Fairfield","Team NIKE","22M","1:48:44"
"John Raneri","M28","New Fairfield","Team NIKE","23M","1:53:20"
"John Raneri","M28","New Fairfield","Team NIKE","24M","1:57:59"
"John Raneri","M28","New Fairfield","Team NIKE","40K","2:01:48"
"John Raneri","M28","New Fairfield","Team NIKE","25M","2:02:30"
"John Raneri","M28","New Fairfield","Team NIKE","26M","2:07:11"
"John Raneri","M28","New Fairfield","Team NIKE","MAR","2:08:13"
"Patricio Castillo","M27","MEX","Team NIKE","3M","0:14:45"
"Patricio Castillo","M27","MEX","Team NIKE","5K","0:15:16"
"Patricio Castillo","M27","MEX","Team NIKE","4M","0:19:42"
"Patricio Castillo","M27","MEX","Team NIKE","5M","0:24:36"
"Patricio Castillo","M27","MEX","Team NIKE","6M","0:29:30"
"Patricio Castillo","M27","MEX","Team NIKE","10K","0:30:35"
"Patricio Castillo","M27","MEX","Team NIKE","7M","0:34:25"
"Patricio Castillo","M27","MEX","Team NIKE","8M","0:39:14"
"Patricio Castillo","M27","MEX","Team NIKE","9M","0:44:14"
"Patricio Castillo","M27","MEX","Team NIKE","15K","0:45:45"
"Patricio Castillo","M27","MEX","Team NIKE","10M","0:49:10"
"Patricio Castillo","M27","MEX","Team NIKE","11M","0:54:17"
"Patricio Castillo","M27","MEX","Team NIKE","12M","0:59:07"
"Patricio Castillo","M27","MEX","Team NIKE","20K","1:01:20"
"Patricio Castillo","M27","MEX","Team NIKE","13M","1:04:15"
"Patricio Castillo","M27","MEX","Team NIKE","HALF","1:04:50"
"Patricio Castillo","M27","MEX","Team NIKE","14M","1:09:16"
"Patricio Castillo","M27","MEX","Team NIKE","15M","1:14:22"
"Patricio Castillo","M27","MEX","Team NIKE","25K","1:17:07"
"Patricio Castillo","M27","MEX","Team NIKE","16M","1:19:17"
"Patricio Castillo","M27","MEX","Team NIKE","17M","1:24:16"
"Patricio Castillo","M27","MEX","Team NIKE","18M","1:29:10"
"Patricio Castillo","M27","MEX","Team NIKE","30K","1:32:25"
"Patricio Castillo","M27","MEX","Team NIKE","19M","1:34:12"
"Patricio Castillo","M27","MEX","Team NIKE","20M","1:38:59"
"Patricio Castillo","M27","MEX","Team NIKE","21M","1:44:07"
"Patricio Castillo","M27","MEX","Team NIKE","35K","1:47:34"
"Patricio Castillo","M27","MEX","Team NIKE","22M","1:48:44"
"Patricio Castillo","M27","MEX","Team NIKE","23M","1:53:20"
"Patricio Castillo","M27","MEX","Team NIKE","24M","1:57:59"
"Patricio Castillo","M27","MEX","Team NIKE","40K","2:01:48"
"Patricio Castillo","M27","MEX","Team NIKE","25M","2:02:30"
"Patricio Castillo","M27","MEX","Team NIKE","26M","2:07:11"
"Patricio Castillo","M27","MEX","Team NIKE","MAR","2:08:13"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","3M","0:14:45"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","5K","0:15:16"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","4M","0:19:42"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","5M","0:24:36"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","6M","0:29:30"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","10K","0:30:35"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","7M","0:34:25"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","8M","0:39:14"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","9M","0:44:14"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","15K","0:45:45"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","10M","0:49:10"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","11M","0:54:17"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","12M","0:59:07"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","20K","1:01:20"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","13M","1:04:15"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","HALF","1:04:50"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","14M","1:09:16"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","15M","1:14:22"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","25K","1:17:07"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","16M","1:19:17"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","17M","1:24:16"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","18M","1:29:10"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","30K","1:32:25"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","19M","1:34:12"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","20M","1:38:59"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","21M","1:44:07"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","35K","1:47:34"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","22M","1:48:44"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","23M","1:53:20"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","24M","1:57:59"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","40K","2:01:48"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","25M","2:02:30"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","26M","2:07:11"
"Tadesse Yae Dabi","M30","ETH","Team NIKE","MAR","2:08:13"
"Tyler Jermann","M27","Burnsville","Team NIKE","3M","0:14:45"
"Tyler Jermann","M27","Burnsville","Team NIKE","5K","0:15:16"
"Tyler Jermann","M27","Burnsville","Team NIKE","4M","0:19:42"
"Tyler Jermann","M27","Burnsville","Team NIKE","5M","0:24:36"
"Tyler Jermann","M27","Burnsville","Team NIKE","6M","0:29:30"
"Tyler Jermann","M27","Burnsville","Team NIKE","10K","0:30:35"
"Tyler Jermann","M27","Burnsville","Team NIKE","7M","0:34:25"
"Tyler Jermann","M27","Burnsville","Team NIKE","8M","0:39:14"
"Tyler Jermann","M27","Burnsville","Team NIKE","9M","0:44:14"
"Tyler Jermann","M27","Burnsville","Team NIKE","15K","0:45:45"
"Tyler Jermann","M27","Burnsville","Team NIKE","10M","0:49:10"
"Tyler Jermann","M27","Burnsville","Team NIKE","11M","0:54:17"
"Tyler Jermann","M27","Burnsville","Team NIKE","12M","0:59:07"
"Tyler Jermann","M27","Burnsville","Team NIKE","20K","1:01:20"
"Tyler Jermann","M27","Burnsville","Team NIKE","13M","1:04:15"
"Tyler Jermann","M27","Burnsville","Team NIKE","HALF","1:04:50"
"Tyler Jermann","M27","Burnsville","Team NIKE","14M","1:09:16"
"Tyler Jermann","M27","Burnsville","Team NIKE","15M","1:14:22"
"Tyler Jermann","M27","Burnsville","Team NIKE","25K","1:17:07"
"Tyler Jermann","M27","Burnsville","Team NIKE","16M","1:19:17"
"Tyler Jermann","M27","Burnsville","Team NIKE","17M","1:24:16"
"Tyler Jermann","M27","Burnsville","Team NIKE","18M","1:29:10"
"Tyler Jermann","M27","Burnsville","Team NIKE","30K","1:32:25"
"Tyler Jermann","M27","Burnsville","Team NIKE","19M","1:34:12"
"Tyler Jermann","M27","Burnsville","Team NIKE","20M","1:38:59"
"Tyler Jermann","M27","Burnsville","Team NIKE","21M","1:44:07"
"Tyler Jermann","M27","Burnsville","Team NIKE","35K","1:47:34"
"Tyler Jermann","M27","Burnsville","Team NIKE","22M","1:48:44"
"Tyler Jermann","M27","Burnsville","Team NIKE","23M","1:53:20"
"Tyler Jermann","M27","Burnsville","Team NIKE","24M","1:57:59"
"Tyler Jermann","M27","Burnsville","Team NIKE","40K","2:01:48"
"Tyler Jermann","M27","Burnsville","Team NIKE","25M","2:02:30"
"Tyler Jermann","M27","Burnsville","Team NIKE","26M","2:07:11"
"Tyler Jermann","M27","Burnsville","Team NIKE","MAR","2:08:13"
"Joe Whelan","M28","Spring Branch","Team NIKE","3M","0:14:45"
"Joe Whelan","M28","Spring Branch","Team NIKE","5K","0:15:16"
"Joe Whelan","M28","Spring Branch","Team NIKE","4M","0:19:42"
"Joe Whelan","M28","Spring Branch","Team NIKE","5M","0:24:36"
"Joe Whelan","M28","Spring Branch","Team NIKE","6M","0:29:30"
"Joe Whelan","M28","Spring Branch","Team NIKE","10K","0:30:35"
"Joe Whelan","M28","Spring Branch","Team NIKE","7M","0:34:25"
"Joe Whelan","M28","Spring Branch","Team NIKE","8M","0:39:14"
"Joe Whelan","M28","Spring Branch","Team NIKE","9M","0:44:14"
"Joe Whelan","M28","Spring Branch","Team NIKE","15K","0:45:45"
"Joe Whelan","M28","Spring Branch","Team NIKE","10M","0:49:10"
"Joe Whelan","M28","Spring Branch","Team NIKE","11M","0:54:17"
"Joe Whelan","M28","Spring Branch","Team NIKE","12M","0:59:07"
"Joe Whelan","M28","Spring Branch","Team NIKE","20K","1:01:20"
"Joe Whelan","M28","Spring Branch","Team NIKE","13M","1:04:15"
"Joe Whelan","M28","Spring Branch","Team NIKE","HALF","1:04:50"
"Joe Whelan","M28","Spring Branch","Team NIKE","14M","1:09:16"
"Joe Whelan","M28","Spring Branch","Team NIKE","15M","1:14:22"
"Joe Whelan","M28","Spring Branch","Team NIKE","25K","1:17:07"
"Joe Whelan","M28","Spring Branch","Team NIKE","16M","1:19:17"
"Joe Whelan","M28","Spring Branch","Team NIKE","17M","1:24:16"
"Joe Whelan","M28","Spring Branch","Team NIKE","18M","1:29:10"
"Joe Whelan","M28","Spring Branch","Team NIKE","30K","1:32:25"
"Joe Whelan","M28","Spring Branch","Team NIKE","19M","1:34:12"
"Joe Whelan","M28","Spring Branch","Team NIKE","20M","1:38:59"
"Joe Whelan","M28","Spring Branch","Team NIKE","21M","1:44:07"
"Joe Whelan","M28","Spring Branch","Team NIKE","35K","1:47:34"
"Joe Whelan","M28","Spring Branch","Team NIKE","22M","1:48:44"
"Joe Whelan","M28","Spring Branch","Team NIKE","23M","1:53:20"
"Joe Whelan","M28","Spring Branch","Team NIKE","24M","1:57:59"
"Joe Whelan","M28","Spring Branch","Team NIKE","40K","2:01:48"
"Joe Whelan","M28","Spring Branch","Team NIKE","25M","2:02:30"
"Joe Whelan","M28","Spring Branch","Team NIKE","26M","2:07:11"
"Joe Whelan","M28","Spring Branch","Team NIKE","MAR","2:08:13"
"Louis Serafini","M28","Somerville","Team NIKE","3M","0:14:45"
"Louis Serafini","M28","Somerville","Team NIKE","5K","0:15:16"
"Louis Serafini","M28","Somerville","Team NIKE","4M","0:19:42"
"Louis Serafini","M28","Somerville","Team NIKE","5M","0:24:36"
"Louis Serafini","M28","Somerville","Team NIKE","6M","0:29:30"
"Louis Serafini","M28","Somerville","Team NIKE","10K","0:30:35"
"Louis Serafini","M28","Somerville","Team NIKE","7M","0:34:25"
"Louis Serafini","M28","Somerville","Team NIKE","8M","0:39:14"
"Louis Serafini","M28","Somerville","Team NIKE","9M","0:44:14"
"Louis Serafini","M28","Somerville","Team NIKE","15K","0:45:45"
"Louis Serafini","M28","Somerville","Team NIKE","10M","0:49:10"
"Louis Serafini","M28","Somerville","Team NIKE","11M","0:54:17"
"Louis Serafini","M28","Somerville","Team NIKE","12M","0:59:07"
"Louis Serafini","M28","Somerville","Team NIKE","20K","1:01:20"
"Louis Serafini","M28","Somerville","Team NIKE","13M","1:04:15"
"Louis Serafini","M28","Somerville","Team NIKE","HALF","1:04:50"
"Louis Serafini","M28","Somerville","Team NIKE","14M","1:09:16"
"Louis Serafini","M28","Somerville","Team NIKE","15M","1:14:22"
"Louis Serafini","M28","Somerville","Team NIKE","25K","1:17:07"
"Louis Serafini","M28","Somerville","Team NIKE","16M","1:19:17"
"Louis Serafini","M28","Somerville","Team NIKE","17M","1:24:16"
"Louis Serafini","M28","Somerville","Team NIKE","18M","1:29:10"
"Louis Serafini","M28","Somerville","Team NIKE","30K","1:32:25"
"Louis Serafini","M28","Somerville","Team NIKE","19M","1:34:12"
"Louis Serafini","M28","Somerville","Team NIKE","20M","1:38:59"
"Louis Serafini","M28","Somerville","Team NIKE","21M","1:44:07"
"Louis Serafini","M28","Somerville","Team NIKE","35K","1:47:34"
"Louis Serafini","M28","Somerville","Team NIKE","22M","1:48:44"
"Louis Serafini","M28","Somerville","Team NIKE","23M","1:53:20"
"Louis Serafini","M28","Somerville","Team NIKE","24M","1:57:59"
"Louis Serafini","M28","Somerville","Team NIKE","40K","2:01:48"
"Louis Serafini","M28","Somerville","Team NIKE","25M","2:02:30"
"Louis Serafini","M28","Somerville","Team NIKE","26M","2:07:11"
"Louis Serafini","M28","Somerville","Team NIKE","MAR","2:08:13"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","3M","0:14:45"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","5K","0:15:16"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","4M","0:19:42"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","5M","0:24:36"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","6M","0:29:30"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","10K","0:30:35"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","7M","0:34:25"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","8M","0:39:14"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","9M","0:44:14"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","15K","0:45:45"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","10M","0:49:10"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","11M","0:54:17"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","12M","0:59:07"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","20K","1:01:20"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","13M","1:04:15"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","HALF","1:04:50"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","14M","1:09:16"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","15M","1:14:22"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","25K","1:17:07"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","16M","1:19:17"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","17M","1:24:16"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","18M","1:29:10"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","30K","1:32:25"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","19M","1:34:12"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","20M","1:38:59"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","21M","1:44:07"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","35K","1:47:34"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","22M","1:48:44"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","23M","1:53:20"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","24M","1:57:59"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","40K","2:01:48"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","25M","2:02:30"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","26M","2:07:11"
"Diriba Degefa Yigezu","M31","ETH","Team NIKE","MAR","2:08:13"
"Jack Rayner","M23","AUS","Team NIKE","3M","0:14:45"
"Jack Rayner","M23","AUS","Team NIKE","5K","0:15:16"
"Jack Rayner","M23","AUS","Team NIKE","4M","0:19:42"
"Jack Rayner","M23","AUS","Team NIKE","5M","0:24:36"
"Jack Rayner","M23","AUS","Team NIKE","6M","0:29:30"
"Jack Rayner","M23","AUS","Team NIKE","10K","0:30:35"
"Jack Rayner","M23","AUS","Team NIKE","7M","0:34:25"
"Jack Rayner","M23","AUS","Team NIKE","8M","0:39:14"
"Jack Rayner","M23","AUS","Team NIKE","9M","0:44:14"
"Jack Rayner","M23","AUS","Team NIKE","15K","0:45:45"
"Jack Rayner","M23","AUS","Team NIKE","10M","0:49:10"
"Jack Rayner","M23","AUS","Team NIKE","11M","0:54:17"
"Jack Rayner","M23","AUS","Team NIKE","12M","0:59:07"
"Jack Rayner","M23","AUS","Team NIKE","20K","1:01:20"
"Jack Rayner","M23","AUS","Team NIKE","13M","1:04:15"
"Jack Rayner","M23","AUS","Team NIKE","HALF","1:04:50"
"Jack Rayner","M23","AUS","Team NIKE","14M","1:09:16"
"Jack Rayner","M23","AUS","Team NIKE","15M","1:14:22"
"Jack Rayner","M23","AUS","Team NIKE","25K","1:17:07"
"Jack Rayner","M23","AUS","Team NIKE","16M","1:19:17"
"Jack Rayner","M23","AUS","Team NIKE","17M","1:24:16"
"Jack Rayner","M23","AUS","Team NIKE","18M","1:29:10"
"Jack Rayner","M23","AUS","Team NIKE","30K","1:32:25"
"Jack Rayner","M23","AUS","Team NIKE","19M","1:34:12"
"Jack Rayner","M23","AUS","Team NIKE","20M","1:38:59"
"Jack Rayner","M23","AUS","Team NIKE","21M","1:44:07"
"Jack Rayner","M23","AUS","Team NIKE","35K","1:47:34"
"Jack Rayner","M23","AUS","Team NIKE","22M","1:48:44"
"Jack Rayner","M23","AUS","Team NIKE","23M","1:53:20"
"Jack Rayner","M23","AUS","Team NIKE","24M","1:57:59"
"Jack Rayner","M23","AUS","Team NIKE","40K","2:01:48"
"Jack Rayner","M23","AUS","Team NIKE","25M","2:02:30"
"Jack Rayner","M23","AUS","Team NIKE","26M","2:07:11"
"Jack Rayner","M23","AUS","Team NIKE","MAR","2:08:13"
"Brett Robinson","M28","AUS","Team NIKE","3M","0:14:45"
"Brett Robinson","M28","AUS","Team NIKE","5K","0:15:16"
"Brett Robinson","M28","AUS","Team NIKE","4M","0:19:42"
"Brett Robinson","M28","AUS","Team NIKE","5M","0:24:36"
"Brett Robinson","M28","AUS","Team NIKE","6M","0:29:30"
"Brett Robinson","M28","AUS","Team NIKE","10K","0:30:35"
"Brett Robinson","M28","AUS","Team NIKE","7M","0:34:25"
"Brett Robinson","M28","AUS","Team NIKE","8M","0:39:14"
"Brett Robinson","M28","AUS","Team NIKE","9M","0:44:14"
"Brett Robinson","M28","AUS","Team NIKE","15K","0:45:45"
"Brett Robinson","M28","AUS","Team NIKE","10M","0:49:10"
"Brett Robinson","M28","AUS","Team NIKE","11M","0:54:17"
"Brett Robinson","M28","AUS","Team NIKE","12M","0:59:07"
"Brett Robinson","M28","AUS","Team NIKE","20K","1:01:20"
"Brett Robinson","M28","AUS","Team NIKE","13M","1:04:15"
"Brett Robinson","M28","AUS","Team NIKE","HALF","1:04:50"
"Brett Robinson","M28","AUS","Team NIKE","14M","1:09:16"
"Brett Robinson","M28","AUS","Team NIKE","15M","1:14:22"
"Brett Robinson","M28","AUS","Team NIKE","25K","1:17:07"
"Brett Robinson","M28","AUS","Team NIKE","16M","1:19:17"
"Brett Robinson","M28","AUS","Team NIKE","17M","1:24:16"
"Brett Robinson","M28","AUS","Team NIKE","18M","1:29:10"
"Brett Robinson","M28","AUS","Team NIKE","30K","1:32:25"
"Brett Robinson","M28","AUS","Team NIKE","19M","1:34:12"
"Brett Robinson","M28","AUS","Team NIKE","20M","1:38:59"
"Brett Robinson","M28","AUS","Team NIKE","21M","1:44:07"
"Brett Robinson","M28","AUS","Team NIKE","35K","1:47:34"
"Brett Robinson","M28","AUS","Team NIKE","22M","1:48:44"
"Brett Robinson","M28","AUS","Team NIKE","23M","1:53:20"
"Brett Robinson","M28","AUS","Team NIKE","24M","1:57:59"
"Brett Robinson","M28","AUS","Team NIKE","40K","2:01:48"
"Brett Robinson","M28","AUS","Team NIKE","25M","2:02:30"
"Brett Robinson","M28","AUS","Team NIKE","26M","2:07:11"
"Brett Robinson","M28","AUS","Team NIKE","MAR","2:08:13"
"Craig Leon","M34","Eugene","Team NIKE","3M","0:14:45"
"Craig Leon","M34","Eugene","Team NIKE","5K","0:15:16"
"Craig Leon","M34","Eugene","Team NIKE","4M","0:19:42"
"Craig Leon","M34","Eugene","Team NIKE","5M","0:24:36"
"Craig Leon","M34","Eugene","Team NIKE","6M","0:29:30"
"Craig Leon","M34","Eugene","Team NIKE","10K","0:30:35"
"Craig Leon","M34","Eugene","Team NIKE","7M","0:34:25"
"Craig Leon","M34","Eugene","Team NIKE","8M","0:39:14"
"Craig Leon","M34","Eugene","Team NIKE","9M","0:44:14"
